label,data
2,"""NHNN cũng cho biết thêm, mỗi cán bộ ngân hàng của Ngân hàng Thương mại sẽ mua và sở hữu 1 đồng tiền lưu niệm và dĩ nhiên NHNN sẽ không bao cấp, các Ngân hàng Thương mại phải gửi danh sách mua về cho NHNN....Khô các mẹ làm ở NH lại phải bỏ 3 hộp TH True Milk của các con để mua cái củ *** này về thờ :'("",,,,,,,"
2,"TH True Milk tại big c đà nẵng mang tính chất lừa dối khách hàng mà người tiếp tay là big c. Làm việc thiếu chuyên nghiệp.,,,,,,,"
2,"[Nếu] mà đọc thấy tin Vinamilk bị thâu tóm thì chuyển sang TH True Milk z :)),,,,,,,"
2,"""Hiện PV đang liên lạc với TH True Milk để làm rõ vụ việc sữa TH True Milk chưa hết hạn đã bị thối, đóng cặn mà vẫn đưa ra thị trường tiêu thụ gây hoang mang cho khách hàng."",,,,,,,"
2,"""Mình k hiểu ad làm như thế nào, kêu là đến dự tiệc butfe k cần thư mời cũng được, vậy mà chiều nay mình wa cửa hàng TH True Milk 27 Xuân La. nhân viên ở đó kêu phải có vé mí đc vào tham dự, rét mướt đi 15 kd cho con đi đến nơi mất công k."",,,,,,,"
2,"Mọi người xem đi ạ. Sữa TH True Milk này có sợ ko. Huhuu,,,,,,,"
2,"""Bác sĩ cho con hỏi pé nhà đc 17thang cháu đổi sữa công thức sang sữa TH True Milk pha sẵn cách đây 1thang, từ lúc đổi sữa phân bé chuyển sang màu hơi trắng trắng mùi cũng hơi khó chịu. Không bk do k hợp với sữa hay sữa có dư chất gì nên bé mới đi phân như z ạ. Ngoài ra bé vẫn ăn, ngủ, vui chơi bthuong ạ."",,,,,,,"
2,"""Có j là báo đã la ôm xòm lên trc r , bạn chưa rõ thì đừng share bậy bạ mắc công lại bị gán cái tội """"phỉ báng """" uy tín of 1 thương nghiệp thì nguy"",,,,,,,"
2,"cho e hỏi là hộp TH True Milk này có phải hàng thật ko ạ .... e thấy các hộp khác của th cái hình tròn kia đều to và ở trên chỗ trời xanh xanh kia mà :3,,,,,,,"
2,"""Bà Trần Thị Thanh Xuân (giám đốc Công ty TNHH đầu tư và phát triển Quang Huân), khách hàng của VPBank, vừa qua cho rằng đã bị mất 26 tỉ đồng trong tài khoản"",,,,,,,"
2,"mình đã đăng ký và làm các thủ tục như bên VPBank yêu cầu nhưng chỉ thấy đúng 1 tin nhắn là hồ sơ của mình không bị từ chối mà không hiểu nguyên nhân là như thế nào. VPBank giải thích giùm mình với nhé,,,,,,,"
2,"""VPBank nhảm, mún share cho nhiều người biết mà ra quà tặng thấp nhất xã hội, đường đường là 1 ngân hàng lớn mà bảo like và comment share chỉ được 50k tiền card!! có cảm thấy bèo nhất xã hội ko VPBank lớn mạnh kia!"",,,,,,,"
2,"""Agribank công khai cộng điểm cho con em ngân hàng, LienVietPostBank ưu tiên con cháu dòng họ Dương hay VPBank tuyển nhân viên lương 100 triệu/tuần là những chương trình tuyển dụng nhận được nhiều ý kiến trái chiều từ dư luận."",,,,,,,"
2,"""Ngân hàng VPBank ở An Giang cũng vậy nè , cho vay lời cắt cổ , làm khó trăm điều , ai mà chịch với họ 1 chúc là họ đưa nguời ta lên mạng vào danh Sách Đen , còn hơn là tôi phạm nữa ."",,,,,,,"
2,"""ví momo cua minh sô 0933295343 có liên kêt với tk ngân hàng VPBank, hôm nay minh co nạp 450k card đt mà không thấy hoàn đc 50%. xin giúp minh kiểm tra dùm"",,,,,,,"
2,"Sao toàn nh VPBank vậy. Nh này cho vay tín chấp chả uy tín j toàn tô hô lộ thông tin khách hàng vay tín chấp thôi,,,,,,,"
2,"Chẳng lẽ có mình tôi gửi qua VPBank nên bị loại thẳng omg =))) tôi buồn quá thể ~~~~~ thôi tôi cứ để cọc đó chờ restock......,,,,,,,"
2,"lúc đầu mới trồng nhìn ra con j chix lìn . Xàm xí thiệt chứ,,,,,,,"
2,"VPBank vội vã cho vay nghìn tỷ để Chủ đầu tư trục lợi vốn vay! Vụ việc đang có dấu hiệu vi phạm pháp luật hình sự?,,,,,,,"
2,"Mình đã liên kết tk VPBank sao vẫn chưa nhận đc 100.000 đ km vậy ad đt số 0909677322,,,,,,,"
2,"""Qua Vincom Center NCT và nhân viên từ chối áp dụng sale 30% nếu ko có thẻ MBank, Sacombank, VPBank. Giảm giá kiểu này thật sự quá kỳ cục các bạn Herschel ah!!! Bực mình."",,,,,,,"
2,"Ngân hàng VPBank đang cố tình che dấu sự thật,,,,,,,"
2,"hi vọng may mắn mỉn cười chứ 40 người mà cứ rớt hoài hixx rầu lắm luôn ý VPBank ơi.,,,,,,,"
2,"""Chỉ ngân hàng VPBank thôi hả ad , tiếc nhỉ :("",,,,,,,"
2,"""Chào bạn Súp Heo, VPBank rất lấy làm tiếc và xin lỗi về sự bất tiện mà bạn gặp phải"",,,,,,,"
2,"Vẫn chưa hiểu cái smartcard của VPBank xài như thế nào? Anh nào có thể giải thích hộ em không? Nghe nói phải tạo PAYPAL khá lằng nhằng,,,,,,,"
2,"""So sánh khập khiễng vầy, 1 ông vốn nhà nước, 1 ông tiền tư nhân. Cái thu nhập của ông HĐQT VPBank là từ việc bóc lột sức lao động của nhân viên mà ra thoai."",,,,,,,"
2,"""Chào bạn Trần Thị Như Quỳnh, VPBank xin lỗi về sự bất tiện mà bạn gặp phải."",,,,,,,"
2,"""Mình đã đăng kí 1 tài khoản visa online của VPBank và đã yêu cầu xác nhận định danh để có thể nạp tiền vào thẻ những đã 5 ngày mà chưa thấy xác nhận, vậy khi nào thì mình mới được xác nhận định danh để có thể nạp tiền vào được vậy ?"",,,,,,,"
2,"""Chào bạn Hong Nga Pham, VPBank rất tiếc về trường hợp của bạn. Chúng tôi sẽ phản hồi kết quả tới bạn trong thời gian sớm nhất.. Cám ơn bạn"",,,,,,,"
2,"""Cho mình hỏi, VPBank là một thể chế lớn mà tại sao không có nổi sự chứng thực là """"chính chủ"""" từ Facebook vậy? Đây là lĩnh vực tiền bạc nhạy cảm. Mình sẽ không liên hệ với trang page này cho đến khi VPBank có được sự xác nhận đó!!!"",,,,,,,"
2,"Đợi thi vòng 2 VPBank mà thấy lo lắng quá,,,,,,,"
2,"""Chào ad.ad giúp e vs.hôm qua e rút tiền ở case VPBank tiền không ra, tin nhắn báo bạn bị trừ tiền.giờ e phải đến ngân hàng VPBank hay agribank để khiếu nại vậy ad."",,,,,,,"
2,"""VPBank Vay Tiêu Dùng à , phần vjd3o kinh tởm đc ngừi way kja , zô coi xóa nhanh đi kìa tao hứa Thành Antoney ni thấy kinh tởm với you quá."",,,,,,,"
2,"""VPBank lừa đảo khách hàng quá là ăn cướp, vay 20tr lấy về dc 18.5tr nhân viên ngan hàng nói lãi 1.6% đến khi kí hợp đồng xong đưa giấy về lãi là 5.0% đóng 1.530.000đ một tháng cả gốc và lãi đóng 5 tháng do lãi cao quá nên trả hết, nó tính thế đéo nào mà phải thanh toán 21tr tính ra trong vòng 5 phải trả tổng 31tr thí quá xã hội thâm"",,,,,,,"
2,"Cắt hết mọi tài khoản và đóng thẻ với VPBank ngân hàng lãi suất cắt cổ,,,,,,,"
2,"VPBank thái nguyên làm đếu gì có khách giao dịch mà căng với chả thẳng đổi trụ sở k biết bao nhiêu lần. Với lại kinh nghiệm nông dân như tôi thì e ơi e làm màu thế. Về có bị ngứa k về đây a gãi cho,,,,,,,"
2,"Mọi ng cẩn thận thằng ngân hàng VPBank lừa đảo bán code nhé !,,,,,,,"
2,"Thế quái nào lịch Bloc của VPBank 2015 lại chỉ hết tháng 10 là hết quyển? Chẳng lẽ lịch thế giới lại thay đổi đến thế ah? Gian lận kiểu mới ở Việt Nam lần đầu mới thấy.,,,,,,,"
2,"Cây VPBank ở big c hải phòng. Rút có 5 triệu mà rút 3 lần. Để toàn tiền 100k. Các ông định tiểu xảo để bọn tôi phải chịu phí nhiều lần à. Chả đáng là bao nhưng các ông làm ăn như cứt. Rút 500k thì ra 100k còn đc. Tôi dùng vietcombank rút vậy mất mẹ 10k rồi,,,,,,,"
2,"""Cho tiền cũng không xử lý hết nợ xấu Phải đưa nợ xấu về dưới 3% Đại biểu Quốc hội nói gì về “ẩn số” nợ xấu? Càng chây ỳ, càng lợi Sự kiện nhân viên thu nợ NH VPBank “siết nợ” niêm phong căn hộ chung cư tại Nhân Chính - Trung Hòa rồi chủ nhà báo công an, các lực lượng chức năng phải nhảy vào giải cứu người thân của gia chủ hồi đầu năm, nay đã lắng xuống."",,,,,,,"
2,"nhưng cg rất dễ sa thải tại môi trường VPBank nếu b ko làm việc 1 cách nghiêm túc - tích cực và chủ động,,,,,,,"
2,"""Chào bạn Hậu Nguyễn, VPBank xin lỗi về sự bất tiện mà bạn gặp phải. Bạn vui lòng cho biết bạn liên hệ tới số nào của tổng đài?"",,,,,,,"
2,"VPBank làm ăn lừa đảo quá.cho vay nặng lải nửa.tôi vay 35tr tính lải lẩn vốn gần 57tr trả 24th..ôi trời ngân hàng gì cho vay giống ngoài chợ quá.nhân viên nói chuyen như mấy bà bán cá vậy.vay một lần tởn tới già.,,,,,,,"
2,"""Ko nên vay tiền bên VPBank để ôm cái bực vào người. Câc bạn nên chọn 1 ngân hàng uy tín mà vay. Làm ăn như trò đùa, đúng kiểu mèo đuổi chuột."",,,,,,,"
2,"Nhân viên VPBank chi nhánh Gang Thép Thái Nguyên dọa thu hồi vốn của khách hàng,,,,,,,"
2,"VPBank Tín Dụng mày có giấu ở đâu thì cũng phải cẩn thận nhá Trần Nhài siêu đẳng lắm đấy :)))),,,,,,,"
2,"bao giờ thì sacombank fix lỗi xong ad. mình mua thẻ mãi ko nhận đc. gọi điện bảo mình mua thẻ VPBank. mua xong cũng ko nhận đc luôn. chán quá . check giúp mình sđt : 0916570298,,,,,,,"
2,"""MB cũng bắt đầu bước vào mảng Tín dụng tiêu dùng, lại cạnh tranh với VPBank r :'("",,,,,,,"
2,"ko tin tưởng gì nhìu,,,,,,,"
2,"""add ơi mình bị kẹt nạp tiền vào visa VPBank. Mình vừa nạp 1tr, tiền trong tk bị trừ rồi mà thẻ visa vp thì chưa có. Mã đơn hàng 4906527"",,,,,,,"
2,"""Chắc chuyển qua dùng VPBank thôi, trước giờ dùng thằng ANZ nhưng giờ thấy dịch vụ càng ngày càng kém. Chuyển tiền phải gọi điện giục suốt, Thất vọng"",,,,,,,"
2,"""VPBank cái gì chứ chỉ là công ty dịch vụ giả mạo """" Khang Gia Khang"""""",,,,,,,"
2,"Tiếc quá ! Năm nay phải lỗi hẹn với đêm đặc biệt nữa của VPBank,,,,,,,"
2,"BIDV mất vị trí quán quân về bảng lương vào tay VPBank một cách đầy bất ngờ,,,,,,,"
2,"""[NGÂN HÀNG THƯƠNG MẠI TRONG NƯỚC: THÁI ĐỘ PHỤC VỤ LÀ VẤN ĐỀ BỊ PHÀN NÀN NHIỀU NHẤT TRÊN SOCIAL MEDIA] .  . Theo thống kê và phân tích của Buzzmetrics trong 4 tháng đầu năm 2016 thì Vietcombank, VPBank, Vietinbank và BIDV là 4 ngân hàng thương mại trong nước được nhắc đến nhiều nhất trên social media.  . Khi phân tích ý kiến của người tiêu dùng về nhóm các ngân hàng này thì Thái độ phục vụ không tốt là vấn đề hàng đầu khiến khách hàng không hài lòng. . http://buzzmetrics.com/ngan-hang-thuong-mai-trong-nuoc-tha…/"",,,,,,,"
2,"website VPBank bị lỗi gì mà mãi ko truy cập đc bạn ơi,,,,,,,"
2,"""Vay của Ngân hàng VPBank hơn nghìn tỷ nhưng chủ đầu tư dự án Imperia Garden, số 203 Nguyễn Huy Tưởng lại sử dụng sai mục đích. .  . http://giaoduc.net.vn/Ban-doc/Co-hay-khong-viec-dinh-gia-khong-de-giai-ngan-hang-nghin-ty-dong-cua-VPBank-post167513.gd"",,,,,,,"
2,"Mình bị đứa này làm ngân hàng VPBank lừa lấy 6triệu để làm hs cho nhưng không làm vẫn đòi thêm 2triệu nữa vẫn không làm giờ tiền nó cũng không trả,,,,,,,"
2,"VPBank sao k có ở hà nam nhỉ.muốn làm thẻ cũng khó,,,,,,,"
2,"Mình muốn vay. Mình bác sỹ. Cách đây 1tháng mình vay o VPBank. Bị từ chối. Ko bít lý do. Gio minh muốn vay. Bạn giúp minh duoc ko,,,,,,,"
2,"""Các bạn đi trên dg LTT chưa vậy, MB, tech, hay vp bank vẫn nguyên biển hiệu cũ nhé. Tập đoàn hoa sao cũng thế. Chả hiểu luôn, toàn những cửa hàng nhỏ bị thay biển thôi. Và ít nhất phải nhìn những cái biển hiệu ý trc.khi quy hoạch. Sợ mạng xã hội.bjo.luôn. Chắc mai ra đường chụp ảnh MB vs tech vs VPBank lên để câu like mất"",,,,,,,"
2,"""liên kết VPBank vẫn bị trừ 70k 80k tiền mua vé xem phim,thẻ 50k qà tặng chỉ áp dụng cho tk đã có tiền sẵn và thanh toán bằng tiền trong ví momo thui hả"",,,,,,,"
2,"""Những năm gần đây, khách hàng và người am hiểu nghệ thuật vẫn mong kiếm được vé các chương trình VPBank tổ chức để lần đầu gặp gỡ thần tượng và thưởng thức những thứ văn minh xa xỉ. Những bài báo viết như này đều là phiến diện."",,,,,,,"
2,"Tạm biệt ông VPBank cho rồi,,,,,,,"
2,"""Chào admin, cho mình hỏi là sáng hn mình có dùng thẻ atm agribank rút tiền tại cây atm của ngân hàng mình chỗ đầu phố huế và bị lỗi, tiền k nhả ra nhưng về đến nhà thì mới biết là tk bị trừ 2tr, mình có gọi điện cho chi nhánh VPBank đấy thì họ bảo là đợi hết ngày hnay tiền sẽ back vì hệ thống ngân hàng bị lỗi do cáp quang hỏng mà bh vẫn chưa nhận lại được tiền. Bh phải làm ntn"",,,,,,,"
2,"25 tuôi băng tuổi tôi đây này. hoc năm 2 thi ngân hang trì trệ. sáp nhập mua bán tum lum. nghe mà chán hết muốn học. vì nghĩ luc đo bank hết ngon. có ra truong cung ko co viêc. ,,,,,,,"
2,"Ừm thằng mô xỉu cho một miếng kotex wife ngay lỗ mũi tỉnh ngay,,,,,,,"
2,"""Chấp nhận đi ae ạ, cụa vtc thì e đây test cạ đống game mobie lẫn pc rồi... toàn 1 kiểu lỗi đó là lag, diss v.v... cụa vtc thì xác định nghỉ game đi là vừa, fix lỗi thì chậm mà hút máu của gamer thì như kotex siêu mỏng...tìm game cụa vinagame với gamota mà chơi...:)"",,,,,,,"
2,"Nếu chị em chịu khó phát huy hết công lực của con này thì Diana phá sản..Kotex thất nghiệp cả đám :(,,,,,,,"
2,"Hả m là tkag chó nga kotex ak?,,,,,,,"
2,"chén thánh bán đât bỏ mẹ đi đc . hút máu ngang kotex,,,,,,,"
2,"""Che do Cs các bạn biết sao nó đc lòng dân ko ? Vì toàn nói dối bốc phét đéo có sự thật nào là thiên đường ở đó mọi người đc ấm no,cc nhà nó,đức nó h đã miễn phí cả tiền học cho hs trong và ngoài nc nó,còn ở thiên đường vẫn hút máu như kotex v"",,,,,,,"
2,"""Hỏi thế gian hút máu là chi mà sao vinagame hút cạn máu ngừơi kotex,diana đều phải sợ :))"",,,,,,,"
2,"Ném vào mồm nó cái kotex đi Ly,,,,,,,"
2,"kotex hay diana tài trợ game VTC thế hút máu vãi L ...Đánh theo bang còn có đường ăn . chứ đánh loạn xạ như ngự tiền tỷ thí có nước....... độn thổ cũng đéo kịp,,,,,,,"
2,"Nãy t cũng bị 1 quả lừa như này. Ra mua kotex có cánh về lắp vào mà đéo bay được. . -st-,,,,,,,"
2,"Lý do vinagame husg máu hơn kotex hút máu. :),,,,,,,"
2,"Cáj này gjốg quảg cáo kotex. Mà kotex hút máu nhìu lắm ko chơj.,,,,,,,"
2,"Nhìn ảnh giật mình tưởng Kotex làm bằng kim loại vì vừa hqua thấy có kotex làm bằng vải. Thề luôn giật cả mình,,,,,,,"
2,"đũy thỏ... mài chộn nguyên bịch Kotex của chị Hằng hả... hết Tung thu doy nha con,,,,,,,"
2,"game h chán vcc .. quanh đi quẩn lại cũng mấy cái pb . lâu lâu có even thi cày cuốc . liên sever thì sever cũ nó đập vỡ mồm .. chả còn j chơi ... mong ad ra nhiu tinh năng mới để thu hút ng chơi .  bớt xài kotex để game đi lên ti ... môt game thủ sắp nghi chơi chia sẽ,,,,,,,"
2,"""Nó đang đi lấy Kinh đ m kotex dạo này kém lắm thế mà cản nó đi lấy , nó gọi hội PNu VN táng chết cmm giờ :v"",,,,,,,"
2,"""Kotex được làm bằng gì? Sao có loại ngâm ra bông gòn còn loại lại là chất nhầy nhày giống rong biển. Mình hoang mang quá. Dó là chất gì,,? Có ảnh hưởng gì không?"",,,,,,,"
2,"ĐM DIANA QUẢNG CÁO CÁI LOL GÌ NHƯ SPAM . TAO LÀ TAO XÀI KOTEX,,,,,,,"
2,"Vng hút thì mấy bác off hết cho đở lắc nha ...tự mình bơm máu cho nk mà nói nk hút hơn kotex ..=]],,,,,,,"
2,"""Ủa, con này tới tháng ra đường mõm à :v . Chắc nó đeo kotex ở chỗ đeo khẩu trang"",,,,,,,"
2,"Casiopeia thì có gọi thêm kotex cũq k có chỗ nhé =))),,,,,,,"
2,"1k điểm hết 560aht 😌  vcl tụi này đang ra skii kotex xì tin hút cả chất dịch đặc,,,,,,,"
2,"""Ôi zời, đi đôi co với bọn xỏ lá 3 que làm cái loz gì hả ad:) . Lũ đấy nổi tiếng rận rán, nói phét chả biết ngượng mồm, ngậm Kotex đỏ lòm phun người, ko ngờ giờ lại dốt toán nữa là sao;))"",,,,,,,"
2,"hot dog tam quốc đổi tên .....gamota hút máu như kotex,,,,,,,"
2,"Chỉ số muốn bằng mẹ 14T r @@ mùa đó đá có nổi lắm đâu chỉ số ảo vl !!! Riết garena hút máu như kotex sì tin &@,,,,,,,"
2,"Kotex cx từng đuổi việc một nhân viên chỉ vì cô ấy tên là Diana =)))),,,,,,,"
2,"Con mặc quần jean hôm nay có độn kotex xitin nhé 😉,,,,,,,"
2,"tao trước cũng tò mò như mày ad à và tao biết trong túi ngọc trinh ngoài bcs với kotex thì đéo còn gì nữa,,,,,,,"
2,"Lời chúc : chúc cho ad và nhà phát hành càng ngày càng phát triển như Diana hay Kotex gì đó để thấm hút thật là nhiều máu của ae gamer  . Nhân vật : Lỗ Kiếm Tình  .  Sever : s16  . Thân gửi,,,,,,,"
2,"Mẹ cái bọn vtc hút máu vkl chả dc cái gi. Game thy eo gd đc. Chi đc cái đồ họa đẹp. Game méo nào cũng kotex,,,,,,,"
2,"dkmg VNg chưa ra bản 2008 thì bọn lậu đã có bản 10 phái dkmg VNG thua cả lậu doanh thu năm nay nổi 1 tỷ ko VNG game đã ít người chơi còn chảnh chó như hồi xưa hút máu như kotex đầu tháng ra hỏa phụng giữa tháng ra hào hiệp tụi mày định phấn đấu ngang với mấy tập đoàn tầm cỡ thế giới ak,,,,,,,"
2,"thằng này hỏi đần. muốn nó bay phải bọc kotex có cánh vào 2 mặt nó mới bay được chứ :/,,,,,,,"
2,"nhìn đồ họa giao diện game giống hệt. quan trọng nhất là game do kotex tài trợ.hút thì cứ gọi là :v,,,,,,,"
2,"cầm kotex nhét mồm kinh quá,,,,,,,"
2,"chỉ có bấy nhiêu đấy thôi mà cứ tự tin như là kotex  =)))),,,,,,,"
2,"Kinh của nó chỉ có kotex mới sub được 😂,,,,,,,"
2,"1 cái pipe + sách 3 là đủ cân 1 thằng ap lol rồi skill dota là khống chế khống chế cục bộ chưa kể naix mà đánh thì vứt hết tướng ap kĩ năng kháng phép 100 % phải nói là kháng kĩ năng thì đúng hơn nó ép người ta phải solo tay vs nó mà nó hút máu hơn kotex thì ai solo lại nó,,,,,,,"
2,"""Có ai xài kotex không, cho xin một cái để nhét vô mõm nó cái"",,,,,,,"
2,"Dm có con kotex đăng hoài ==,,,,,,,"
2,"Kotex Girlspace gửi tuyệt chiêu hôm qua tới giờ mà chưa được duyệt lun :(,,,,,,,"
2,"Hút hơn kotex nữa :v,,,,,,,"
2,"Seve s20 bỏ hết rồi. Có ai chơi đâu. Game l hút máu hơn kotex,,,,,,,"
2,"chắc là mới nhai kotex với lũ chó ăn cứt phú yên bình định xong.,,,,,,,"
2,"Đến là ngại khi nhận ý ah 2 lần rồi kotex đều thế 😂,,,,,,,"
2,"Thế này thì có điện vàng khác mẹ gì k có điện vàng . Đm ăn full đc 1 mảnh cam . Hài hước . Hút máu như  kotex thế . Ra even nạp thẻ gì thú vị cho anh em có hứng,,,,,,,"
2,"dùm kotex hút máu l...n AD,,,,,,,"
2,"Dm kotex không thể thiếu đối với hope.,,,,,,,"
2,"Kotex đẫm máu .,,,,,,,"
2,"Hút máu hơn kotex.,,,,,,,"
2,"Có cái túi để kotex thôi mà cũng cướp,,,,,,,"
2,"""loại này next kotex ngay, lừa thầy phản bạn"",,,,,,,"
2,"Tại sao. QTV feed thì đăng báo các kiểu. Bữa nay Irelia trong tay QTV hay vậy mà chỉ có Kotex của Optimus 😭😭😭,,,,,,,"
2,"hum bữa chơi vlcm thấy 2 cái tên nó làm đám cưới mà quải lun 2 cái tên đó là ĩa chong quần & kotex xì tin ( đã thành phu thê ) ..................@@,,,,,,,"
2,"""Thấy smart phone có chế độ máy bay,em mua thử 1c về dùng,bật chế độ mb và thả tự do từ tầng 20 xuống,tđn nó k bay các bác ạ.Sau đó em lại đi mua thêm 1c nữa,dán thêm 1c Kotex có cánh vào cho đảm bảo,tđn vẫn tan.."",,,,,,,"
2,"Dm pố pắt đầu thấy gkét pm ùj đấy mấy kn ml pố lamj lien quang djt j đến chất lượng kotex pn m dùg ak xàm l,,,,,,,"
2,"""Kotex Girlspace khi nào thì mình có thể nhận dc quà vậy ad , qua 45 ngày rồi ad"",,,,,,,"
2,"""giật cả mình , bác nào còn kotex hay diana hoặc tả trẻ em cho em mượn với ướt hết rồi"",,,,,,,"
2,"cho em hỏi cái này nếu sai thì adm cứ bannex ạc em không cần  ấn xá còn nếu đúng thì xin adm ân xá acc em sang_xcution . Tại sao người ta kotex quảng cáo sever banned 999 ngày mà được ân xá còn em fly có 1 lần bị ân xá 3 ngày mà không chịu ân xá em ra.hỏi vậy có đúng với luật không...quảng cáo sever tội nhẹ hơn hả adm #Join,,,,,,,"
2,"Sao mình đk thì lại thấy thông báo sđt đk rồi  vậy Kotex Girlspace,,,,,,,"
2,"Đm tk ad bắn cá liên quan gì tới kotex,,,,,,,"
2,"Kotex hút k kịp vs vng.nhìn giá kìa,,,,,,,"
2,"game này như kotex nên ko choi,,,,,,,"
2,"Vô tếc nghe như Kotex đấy anh em nhỉ. Bọn kia có ăn được cũng hộc máu mồm.,,,,,,,"
2,"con Vlad hút máu còn hơn diana với cả kotex,,,,,,,"
2,"""Thật k thể tin nỗi... thật k thể tin nỗii SON k trôi, ko phai, k lem màu... nói chuq là SON lì như *gâu gâu* của b Yến Nị k chê vào đâu đc ^^ Sau một buổi chiều vật vả test SON của b Yến cùq vs sự hỗ trợ hết sức nhiệt tình của 1 số b nữa mà bây gìơ H mới nhận ra 1 điều rằq cái áo trắq của H đã mãi mãi ra đi :((( H nhớ k lầm là cây SON KOTEX hay KATE gì gì đó... *sợ thật*"",,,,,,,"
2,"""cái bọn shoha này chỉ chăm hút hút máu như Kotex, có bao giờ thèm để ý đâu, cái thằng ad thì viết bài rùi bỏ đó vì ko dám vào sợ bj chửi, gọi điện cho bọn tổng đài thì hứa lên hứa xuống có thấy làm éo đâu"",,,,,,,"
2,"bỏ rồi :)) hút máu hơn kotex,,,,,,,"
2,"Sát top e kotex gãi 1 phát đắng lòng bạn ah. Đang sung. Càng ché nó càng găm cho hết ché,,,,,,,"
2,"sài kotex trúng Durex . nếu mà có trúng thì FA  thì làm cái mịa gì đc nhỉ .troll vậy đau vlin :v :v :v,,,,,,,"
2,"Tiền đó để mua đồ cho vk con còn có ích hơn la đi đổ vào kotex sh,,,,,,,"
2,"""CÁC BẠN ĐÉO BIẾT GÌ HẾT... chọi oi đạo á... đến """" Chắc ai đó sẽ về """" phía Hàn quốc còn chưa bảo đạo... Chả Lẽ Mình Nhét Cái Kotex vào mồm bạn viết bài này bây giờ"",,,,,,,"
2,"đệt :3 MunichLiga ak =))) hút Dortmund như Kotex ntn thì đá đấm j :3,,,,,,,"
2,"Ko liên quan nhưng khoa học đã chứng minh...kotex hút máu nhìu hơn muỗi.. . P/S đừng like..mất công lên top vk tao vào đọc đc thì tao xác cmn định,,,,,,,"
2,"Tiêu đề về '''kotex''' môi trừơng hiện nay rất là ô nhiễm.Tắm ở dưới sông suối có bạn dg lặn ngoi lên thì thấy'́̉́kotex̃xitin̉̉̉̉ở ngay trên đầu.có bạn dg lặn mò cá thì mò fảiP{ bỉm} của trẻ em.Bên dưới thì tắm bên trên thả phân suống ôi bẩn wá.Nếu mà đã tkế tkì thà phun thuốc vào đầu người tắḿ̀̀̉̉bên dướí̀̀̉̉còn hơn là....??,,,,,,,"
2,"Thế thì next Kotex mẹ đi cho nhanh,,,,,,,"
2,"Kotex ơi bạn e đã nhận được thư rồi thì làm sao e có thể nhận quà được đây ạ,,,,,,,"
2,"sắp có sự  kiện siêu kotex rồi  sập cmn game:)),,,,,,,"
2,"Những phận đời như này thì giữ gìn bản sắc mà tế bố chúng mày à tiến sỹ kotex,,,,,,,"
2,"""Mu đại kotex, đm hút máu kinh vl"",,,,,,,"
2,"một lúc sau nó nói nhiều quá.. em đành bịt kotex vào mồm nó,,,,,,,"
2,"nói thật tao chơi game . soha vs coc . chưa phải nạp 1 k vẫn víp . còn game này hút máu như kotex,,,,,,,"
2,"hay day garena sẽ phải giảm độ hút máu như kotex xuống,,,,,,,"
2,"Đổi k. Chjky 62 đồ1 k sđk đổi thì ib. Lđ làm chó cả nhà ăn kotex,,,,,,,"
2,"Game này có sever US EU gì ko nhỉ.. Phắn cho rồi.. Bắt đầu hút máu hơn kotex.. nản toàn tập..,,,,,,,"
